text,sentiment
"This film, for what it was set out to be, succeeded. It's a short tragic film. Although my choice of film are ones that really develop characters and their relationships, this film is meant to just give a taste, leaving you with the ""what happens next"" factor. After watching it, I really was wanting more, more of the characters back story, what influences they had to make them into the people they were. I think thats what the makers intended the viewing audience to think. The acting is amazing. There aren't many lines in the film so their body language, facial expressions, and overall presence needed to be powerful enough to withhold a scene. Both Franco and Miner have that element and it shows. For them (especially Franco) to take the time to make this, obviously says they believed in this film and wanted to be apart of it and for that, I appreciated the film for what it was. Also I'm happy I own it so I can share it with other people that would've never known it existed.",pos
"...I can't believe there are actually people here who recommend this movie... This is such a slow POS going absolutely nowhere. Oh yeah OK it goes somewhere, but you see that coming from miles away. Acting: Really really bad, maybe the bartender was kind of OK. Editing: BAD! I suppose the editor was told ""we need at least 90 minutes"", cause half of all the scenes could have gone in the bin. Music: don't get me started on that, the lousiest score I've ever heard. Who is that singing in the last scene for crying out loud?? Directing: oh my, IMNSHO David Lynch sucks, but someone trying to copy him sucks even harder. Skip this one.",neg
"Ever wanted to see how low a movie could sink? Well, look no further! This movie has it all! Racism jokes, handicapped jokes, overweight jokes, suicide jokes, murder jokes, drug jokes, animal abuse jokes, eating dirt jokes, old man young wife jokes, cancer jokes, gay jokes, crap jokes, falling flat on one's face over and over jokes, overuse of blood jokes, rape jokes, pee jokes, alcohol abuse jokes, anal rash jokes, a bunch of people yacking their coffee back up jokes, nudity jokes, see who can say the most swear words in one scene jokes, lesbian jokes, girlfriend abuse jokes, and the list goes on and on people!The worst part is: none of it is funny! (Not that anyone would find most of those funny to begin with.) It seems that when it just can't get any worst, it pushes your expectations to an all new bottom, as it always seems to find another to make the viewer feel worse. There was one scene that had me almost throw up and almost completely depressed at the same time. I don't think I need to point out which one, but then again, I'm sure there are other scenes that will give people this same feeling.There was one moment at the end of the movie that actually made sense and was slightly realistic, when suddenly one of the characters in the scene was piled on with the nastiest remains of a trash bag and thrown several feet on the ground only to have a bunch of beer bottles smashed into his head. All of this probably when he least deserved it. So all thought of a 1 more point redemption was quickly regarded. This is indeed a terrible movie. This is one that needs to be studied and bisected into small parts at a film school to teach students what not to do.",neg
"A coming-of-age story about a teenager rebelling against the church and her minister father in a small Norwegian village. The countryside setting is picturesque but the story is rather pretentious and plodding, with much of the film devoted to quoting scriptures. It's like watching a religious propaganda movie. Theisen, who has made only one other movie, is pretty good as the sensitive young protagonist, as are Sundquist as her strict father and Riise as a woman that Theisen is fascinated with. The film aims to be fresh and charming but feels rather stale and tired. Director and co-writer Nesheim, who has worked mostly in TV, is not up to the task.",neg
"The Ghost Walks is a nifty little mystery with a great twist, snappy dialog, and best of all a pansy played to the twittery hilt by character actor Johnny Arthur which never demeans or denigrates his character. Mr. Arthur is great in his role of Homer Erskine bringing great comic relief as the secretary of the Broadway producer Herman Wood, played by another great character actor Richard Carle.They play off of each other superbly.Although the acceptable words of the time sissy and cream puff are used to describe the character of Homer, it is never mean spirited or meant as denigration, and are not spoken by the manly males of the film but by his employer, who fires and rehires him every other scene and who displays an almost exasperated affection for his devoted employee.There is a great scene where Homer tells his boss that he has devoted the best years of his life to him and has been everything but a mother to him.The mystery angle of the film is very entertaining, and the twist at the end might just leave you in stitches.For a low budget poverty row picture, this film has superb set decoration and great costuming.Director Frank Strayer ably handles his cast and this film holds together much better than some of his other low budget mystery attempts, but he had a great script to work with and some wonderful actors to carry it through.This film is a must see for devotees of poverty row films, old dark house mysteries (they actually managed to work in the lines ""It was a dark and stormy night)and it has the added bonus of being an early representation of a gay character in film where nothing bad happens to them in the end.This movie is available for download in the public domain film section of the Internet Archive at archive.org.",pos
"17/02/09 ""More"" (1969) Dir: Barbet Schroeder For a film that most viewers have agreed is pretty average, I'm impressed by quite how many differing interpretations have been offered of it. I've only scoured the web quite briefly and I've already been informed that ""More"" is: a 19th Century-style romance, an allusion to the story of Icarus, a plain film full of dull people, and of interest only to Pink Floyd completists. It's fair to say, then, that critical reception is mixed. I would argue that these wildly disparate readings of Barbet Schroeder's 1969 directorial debut are proof enough that ""More"" is anything but a pretty average film.Neither is it a masterpiece, of course. I approached ""More"" as I did ""Easy Rider"" and Antonioni's ""Blowup"" - as a 'time-capsule' film, a snapshot of an era - despite the differences in pace, style and content between these movies. They all have similar flaws - either vague or downright unlikeable characters, acting that seems slightly adrift from reality, relaxed editing, and abrupt endings that have left viewers indignant. These movies never try to be persuasive or meet the audience half way - they are what they are, man. This in itself is not a problem as long as we are left with a souvenir of the experience. Thankfully, ""More"" offers several truly memorable images, sounds and suggestions to the viewer, and this is what saves it.Stefan is a young man who arrives in Paris fresh from his studies in Germany. The first part of the film follows him as he falls in with a group of French hipsters, accompanies them to devastatingly cool and self-conscious parties and bars before meeting Estelle. The two characters become sexually and romantically involved and he promises to follow her to Ibiza, against the advice of his friend Charlie. This is where the Icarus thing comes into play - she is the Sun, he is pursuing her. You may now be able to guess how this all ends.Ibiza is an idyll so far away from the bustling urgency of the over-populated Paris that the naive Stefan knows he must be on to a good thing. Estelle remains elusive and erratic, and the island has a less desirable underbelly. Up until now I had cared little for either of these characters and their unfocused pursuit of somewhere to be really free, but once the action is pared down to just these two the film becomes poignant quite suddenly. During just one single wistful exchange of dialogue in the remote villa they inhabit, the place where their volatile love crystallises, I went from watching with a fading optimism to being utterly enraptured. I can't think of many other films that have done this.The relationship between Stefan and Estelle is real and human in that we can see it go from life-defining intimacy to disillusionment and cruel coldness. They take a lot of drugs and cavort naked on the terraces, the rocks and beaches. Their lives revolve around nothing but each other and the beautiful Mediterranean surroundings. For a while, their situation is the very essence of freedom, emotional openness and experience for its own sake. But Stefan is not in control, and this is the downfall of more than just his future on Ibiza.Pink Floyd's score is a perfect fit for the exoticism, the intimacy, and the foreboding of ""More"". It is one of the most memorable inclusions, along with the mosquito netting around Estelle's bed, and their hallucinogenic exuberance around the windmill (which appears on the soundtrack album's front cover). A scene in which they take acid to escape from heroin withdrawal is illustrative of the fundamental flaws of the couple - they cannot 'land' without a crash. Maybe they've come too close to what they wanted.Stefan never makes contact with any family or friends from before his arrival in Paris. We are left to presume they have no idea where he is. While other 1960s Counterculture movies dwell on debauchery, excess, the media and voyeurism, Schroeder has instead presented us with a story focused upon one man, who backs himself into a little corner somewhere in the world and quietly disappears.",pos
"And nothing wrong in that! Heartily endorse the comments of boblipton and Snow Leopard.I'm thrilled to find this movie is available on US DVD - I've only ever seen it through once - I persuaded the Goethe Institute here in London to show it in their Conrad Veidt season some years ago - and long to see it again.Barrymore is resplendent when engaged, as in this movie, possibly because of the prick of having a renowned German actor as a foil. And Veidt is such a wonderful scene stealer (doesn't he pick his nose at one point?) This is one of the seminal films to connect 'Dr Jekyll' with '20th Century', 'Grand Hotel' or 'Midnight'; and 'The Cabinet of Dr Caligari' or 'The Student of Prague' with 'The Spy in Bladk', 'Contraband' and 'Casablanca'.See it!",pos
"Saw this movie last night. I don't usually comment good or bad, as I think movies are like books in that there is something for everyone and everyone is different, tastes vary, yadda yadda. This movie was bad. By the end I thought, oh my, this is testing my patience. How many women really look and live like this when they hit ""rock bottom"" and if I could just borrow some cash from mum and carry out to live my fashion designing dreams - gosh, life would be great! I was out for a nice chick-date flick with my girl (my darling hubby likes watching movies together and I knew this wouldn't be his thing), something light and easy on the senses, but this was one bad movie. We are intelligent and interesting movie watchers and this movie wasn't that. Annette Benning is a great actress, she held her own. Bad. Bad.",neg
"Never ever take a film just for its good looking title.Although it all starts well, the film suffers the same imperfections you see in B-films. Its like at a certain moment the writer does not any more how to end the film, so he ends it in a way nobody suspects it thinking this way he is ingenious.A film to be listed on top of the garbage list.",neg
I have to confess that I slept in the cinema while watching the first Asterix movie... but this one is simply FANTASTIC! It is really funny and it leaves the first one miles away. It has enumerous gags and funny situations that made me laugh since the first minutes of the movie and I only stopped laughing when I reached the car to return home. I repeat: this movie is spectacular... Obelix is really funny and Cleopatra is a real babe!!,pos
"11 years after this film was released only 5 people have reviewed it here on IMDb. There is a reason for this utter lack of interest in Across the Moon. It is coherent, but lacks all cinematic virtue. See this film for examples of terrible production in all respects. The opening credits for instance are white letters rising mechanically from a red background. The ending features Michael McKean staring out a prison window saying ""There's lots of mysteries out there."" followed by a clip montage/music video of all the uplifting moments in the tragically bad movie. Julinana Hatfield. Everything in between is awful. I struggled to find any value in this movie and have come up empty. Though it is hard to believe, even a cameo role from Burgess Meridith (always a crowd pleaser) only disappointed me further. This movie is like a mockery of what is special about movies. On paper the movie is below average. Women living together in a trailer. But what actually was produced was nearly unwatchable. The movie attempts to branch off in many directions but never follows through on any. The unappealing conflict of having their boyfriends in jail is never resolved. No conflict is ever resolved. There really is no conflict. The women attempt to become hookers, but that never happens. Instead they get jobs as a bartender and a shelf stocker. Sound exciting? IT wasn't. IT was stupid. And the bulk of the movie is the two women talking and generating contrived conflict. The women are capable actresses, but the script was beyond poor. Useless. This was a terrible movie, but it is even worst that they borough Burgess Meridith out of his retirement home to make it. Bad from start to finish. Like the lion without teeth, this film has no bite.",neg
"Tom Selleck plays an absentee son to senile ""pop"" Don Ameche and weary mom Anne Jackson, making up for his indiscretions (one presumes) and taking them in after Ameche has burned down his mobile home; meanwhile, Selleck's job is vanquished by the F.B.I., his assets are frozen, his wife and kids leave him and his obnoxious sister and her brats have come to stay. Brightly-painted comedy-of-ills is as out of touch with reality as Ameche's doddering old coot. Perhaps a serious first draft (with scenes such as Ameche walking out into traffic with two toddlers) was incorporated into a sillier second or third version (with Selleck getting poked, bumped, prodded, and eventually losing a toe and a testicle!). Either way, it's a painful experience, and Selleck's sudden dedication to his father makes little sense; he hobbles around and howls in pain, but retains his heart of mush. This movie is mush. * from ****",neg
"Brilliant Aussie movie... A little slow at the beginning, but once it gets going you can't stop laughing. When I originally saw the movie I vaguely knew the plot line, as I am not sure if many people are aware that this movie is based on a true story, and more so in particular, the director and his mother (obviously names have been changed). I only knew this fact as the director is a friend of a friend of my family. When I saw the movie, somehow my stepmum kept it secret that we were to meet Matthew Newton after the screening... Such a nice gentleman (except for a particularly nasty incident with his ex)! Brillian casting as well with Sam Neill and others! A great reason to keep supporting the Australian film industry",pos
"Obvious tailored vehicle for Ryan Philippe. It seem the studios were hoping he could play a lead tough cop and not look like he's eternally 16 (he can't).Heavyweights Jason Statham and Welsey Snipes serve as bookends to Phillippe, but when they're not on the screen Phillippe flounders; his shallow acting style has nothing to bounce off of.The script is a typical late 20th century potboiler good cop/bad cop with a ridiculously predictable plot and dialogue lifted out of 1970s TV cop shows, such as ""The Streets of San Francisco."" Snipes reprises his role as the eternal black-hat villain, playing a slightly less crazed madman than his Demolition Man role. However, there wasn't much for Snipes and Statham to chew on. Statham's character announces he'd given up nicotine and caffeine - something this movie badly needed injections of.Truly forgettable moment: Ryan Phillippe expounding on Buddhist dogma: Galloway: Are you a Buddhist? Dekker: No. It's just something I picked up along the way.",neg
"This film is probably the worst movie I have watched in a very long time. The acting is so wooden a door could have done a better job. The plot is laughable and shallow and the actual ""rugby"" shown is a far cry from reality. I still don't get the ""haka"" as portrayed in this poor excuse for entertainment. I am not a Kiwi but I do know that the Haka can only be performed by someone of Maori origin and not by an all-American white boy.I am assuming that this was made for the American audience so the shallowness and ""Disney end'"" is excusable but there was hardly any attempt to point out the basic rules of the game apart from the prison side where the main character suddenly takes charge of an American Football game and gets everyone playing rugby instead. The only thing good about this film were the end credits. It would be less painful to spend ninety minutes inserting toothpicks into your eyeballs.",neg
"The role of economics in the industrialized North American market must have always been theorized in the homelands of the engines creation. Persons and industrialist such as Mercedes Benz and the Bavarian Motor Works (BMW) surely realized the opportunity of the North Ameircan market with the purchase of fuel and number of automobiles purchased per household. This type of economic phenomena sparked the concept of Speed Racer.After the new constitution of Japan the industrialization of the isolated island nation of Japan must seek opportunity once again via economic partnerships with its global neighbors. This also helped spark the economic opportunities in the European and North American market if not the global market.Speed is a young avid driver who without knowing any better is driven by his demanding father Pops Racer who has challenged himself his whole life to make a better machine better at winning races. It was in fact Pops Racer who drove his first son Rex Racer to the brink of destruction with his strategy of how to best use the technology he developed. As a mature Racer, Rex, finally realizes his own inherent values and becomes independent but still feels obligated to his younger bother Speed.The exact relationship of Rex Racer to persons such as the Inspector are never really clear, but put into dramatization. Rex is eventually accused of being a type of agent for a country or organization due to his ability to be in places at times when there is no other explanation to how he would have known Speed was in trouble. Or the fact that the situations involved some types of illegal activity were his secretive knowledge is leveraged against an evil plot. This brings a level of cloak and dagger romance to Speed Racer.The mixture of Speeds innocence with Trixy, Sprital, and Chim Chim brings a level of comic human nature. This concept is a good form of rhetoric to balance the themes and plots as they are played out from episode to episode. So, instead of a dry detective story the thrill of international race car driving, romance of cloak and dagger, and comedy of human nature is put into one story, Speed Racer.",pos
"This movie baffled me. I could not get a grip on it. Thought I might be missing something. Glad to see that most of you agree with me. This isn't always the case (see my recent review of RE: Extinction).To expound upon the faults of this film any further would be a glorious waste of time...so I will...They're dressed like cowboys, but it's modern times, right? No? I don't get it??? When I picked up the box, I thought: ZOMBIE WESTERN! COOL! That's how it was presented. Haven't seen that yet. Hope they did a good job.They DIDN'T! They tried to create an iconic character that would spawn a series. They didn't.They tried to make an Aussie indie zombie flick on the caliber (and perhaps riding on the coat tails) of the very well done ""UNDEAD"". They didn't.Okay, maybe they just wanted to make a confusing, disjointed, mess of film salad that might ultimately be edited into something watchable. They DIDN'T! This is the new number 2 on my list of Worst Zombie Movies Ever. There are really just the two so far, ""DAY OF THE DEAD: CONTAGIUM"" being the first (not to be confused with ""DAY OF THE DEAD"", which is one of my favorite zombie movies of all time). If you're gonna make a zombie movie (and I'm not a zombie movie maker, I'm just a connoisseur) make a good one. Flight of the Living Dead is a good example of decent recent zombie filmaking. FYI.If you're really forgiving, you might think, well, didn't they at least throw in something to make us feel like we didn't want our money back? Guess what...THEY DIDN'T!",neg
"This film has some flaws, and most of those flaws are a lack of anything happening. Possibly the greatest film to show the direness within Fly-Over Country, ""Rolling Kansas"" is a film in which nothing happens and you don't care about anybody. Like life, it starts, it moves, and then it ends. A few attempts at humor are made, but everything falls very flat. The occasional cameo just reminds the viewer that they could be wasting their life doing something besides watching this movie and the one rock song they bought and used at every single instance.Do yourself a favor and go see a good movie. This is free and repeatedly frequently on Comedy Central because nobody went to see it, nobody wants to see it, and it's marginally better than dead air. Not to damn with faint praise, but the movie's one rock song is worth listening to. Too bad the movie isn't worth watching.",neg
""" I have wrestled with death. It is the most unexciting contest you can imagine. It takes place in an impalpable grayness, with nothing underfoot, with nothing around, without spectators, without clamor, without glory, without the great desire of victory, without the great fear of defeat, in a sickly atmosphere of tepid skepticism, without much belief in your own right, and still less in that of your adversary. If such is the form of ultimate wisdom, then life is a greater riddle than some of us think it to be."" Marlow in Joseph Conrad's ""Heart of Darkness""It's difficult to make lyrical the subject of death in any work of art. Yet movies have recently made bold attempts to humanize it to the extent that it is embraced as a part of the cycle of all living things, and it can be chosen rather than legislated. ""Chosen"" is the operative word for Alejandro Amenabar's Sea Inside, based loosely on the true story of the Galician sailor Ramon Sampedro. It is a drama about euthanasia without prejudice clothed in love, poetry, and friendship. If it sounds like Barbarian Invasions (2003), in which a cancerous professor says farewell to lifelong friends and loves before he takes his life, then you are right. In fact, Sea is better because it spends more intimate time with the protagonist before he goes, a remarkable feat with not one of those moments in the least dull or uninteresting.Javier Bardem as Ramon has expressive eyes and commanding voice for the romantic quadriplegic, a combination of tough realist and poetic sufferer. Belen Rueda plays the disabled lawyer Julia, who becomes an imaginary lover for Ramon, increasing in radiance as her life degenerates with disease. Added to the already almost soap opera circumstance is Lola Duenas as Rosa, a blue collar visitor who initially tries to dissuade Ramon from seeking death but quickly falls in love with him. Talk about romanticizing disabilityThis guy has unbelievable luck attracting substantial women, and he can't move a finger. But talk he can, proving the ultimate argument about what women want: love that speaks, not just makes.I will refrain from mentioning the major motion picture now up for an Oscar that features euthanasia as its climax in order not to spoil the experience for first timers. Sufficient it is just to say both films are successful in opening up both sides of a contentious subject without forcing a specific point of view. The religious right has a right to complain that the former film and Barbarian Invasions celebrate suicide; it has no right to accuse the beautifully balanced Sea Inside of the same.""A life in this condition has no dignity,"" Ramon says. The irony is he conducts himself with supreme dignity that makes anyone question his determination to end his life. ""The Sea Inside"" is a formidable entry in 2004's Oscar nominations for best foreign language film.",pos
"I've watched this film about thirty years ago and it stuck in my mind until now. When I came across it on DVD, I didn't hesitate too long, even more, because I have a predilection for early Belmondo flicks. But what a bad surprise! Some movies should be allowed to resign from public exposure, to preserve a certain memory, and not to shock audiences.Widely hailed as one of Chabrol's rare cynic works, the only lasting impression I got from re- watching it is... boredom. Some movies really do not age in style. But what about movies which didn't have any sense of style at all?The flaws in the script, uninspired acting - presumably due to the lack of direction -, a sort of production design, which doesn't deserve its name, less than mediocre photography and, last but not least, the worst editing job I've seen in ages, make this one truly hard to stand.My impression was, that there was a bunch of people with too much money and equipment but obviously, no idea or any skills at all. It really comes as a surprise, that this one didn't abruptly end Chabrol's career. Don't blame it on the overall bad taste of the 70s, this one is crap in its own right and a worthy contender for the most useless waste of celluloid ever.",neg
"This woman is a terrible comedian. She can't crack a joke. She has no real character. This is another example of typical American rubbish, that people laugh at, because they have no idea how to react, so they say to themselves, ""well, it's a comedy show,"" so I'll laugh, I guess.I cannot stand this miserable woman, and her pi$$ poor excuse for comedy. She does not deserve anything but booing.Why can't America dump this kind of turdish delight, and go for something that actually contains humour.She is not funny. Not at all. Why oh why does even ONE person like this idiot?",neg
"taking into consideration the Chan films that would follow, this isn't bad. Plenty of stereotypes beginning with the Black man in the beginning and when the police captain orders that ""every Hindu in town"" by rounded-up. A parade of stereotypical characters enter the scene including Shemp of the Three Stooges. Charlie seems to move quickly around the city going from Sutton Pl. to the W. Village in a flash.The ending is silly. An obvious toy airplane is used as it climbs through the sky and then nose dives. Ed Wood couldn't have done it better. The final scene is absurd as the murderer will obviously incriminate himself in his attempt to quiet the one person who knows his identity. Overall, it is worth watching.",pos
"This is the worst film I've seen in a looooong time. It reminded me of a Cirque du Soleil show I saw in Vegas six years ago -- without the athleticisme. By that I mean a few striking, artsy, images appear randomly, without any sustaining framework. The fake sepia tinted film is really tacky. This device is almost never justified and certainly is not in _Tuvalu_. With apologies to Abe Lincoln: you can fool some of the people some of the time.",neg
"This is classic 80's humor. If you were a teen in the 80's this was a summer hit to go see. It was a early look at those now super stars. This and Better off Dead just are fun and silly movies to sit back and enjoy. Everyone can admit they had a crazy summer when they were a teenager. Even crazy family and friends like these characters. To be introduced to some of these characters was so much fun. The uncle who is crazy sitting every waking moment at a radio waiting to win a million dollars, the grandmother who only likes the granddaughter and handed a bill to the kids after dinner, the twin brothers who look nothing alike, and to meet hoopz was so much fun. This may not of won an award but it is just a fun movie to get lost in one afternoon.",pos
"Beautiful coming of age romance about an English boy and French girl who run off, and grow up.I saw this movie as a teenager and loved it. I saw it again this year and loved again.",pos
"The film disappointed me for many reasons: first of all the depiction of a future which seemed at first realistic to me was well-built but did only feature a marginal role. Then, the story itself was a weak copy of Lost in Translation. The Middle-Eastern setting, man with family meets new girl overseas, karaoke bar, the camera movements and the imagery - all that was a very bad imitation of the excellent Lost in Translation which had also credibility. This movie tries to be something brilliant and cultural: it is not. I wonder why Tim Robbins even considered doing this film!? The female main actress is awful - did she play the precog in Minority Report? And why do you have to show the vagina in a movie like this? Lost in Translation didn't have to show excessive love scenes. R-Rated just for this? This movie isn't even worth watching it from a videostore!",neg
"This movie is everything a Tenacious D fans can hope for. Director Liam Lynch partnered with The ""D"" is a concoction of epic proportions. Of course you need to understand the humour and format of Tenacious D. When I saw it there wasn't too many laughs from the audience but the reason is not a lack of humour or intelligent jokes. This movie seems to have been released on to an unsuspecting public that haven't familiarised themselves with the musical duo. This movie does stay true to it's roots. For the few of you who have seen the HBO TV series and heard the album, they have not forgotten what their audience loves. Like the TV show people have noticed from the trailer the JB and KG apartment scenes and of course the open Mic nights that each Tenacious D episode would start and finish with. The soundtrack is phenomenal and each song blows you away....And Dave Grohl plays a fantastic Devil.This is the perfect movie for those of you looking for a hard time and a rocking musical.",pos
"Writer-director Patrice Leconte takes a universal and potentially bottomless subject - friendship - and turns it into a flat and meaningless farce, despite A-list actors, fine cinematography and elegant production design. It's all in the plot, and the plot is laughable. ""Teach me how to be likable"", art dealer François Coste (Daniel Auteuil) tells a random stranger (Dany Boon), and that about sums it up. We learn next to nothing about friendship, and Daniel Auteuil may be a fine actor, but not one minute do we believe he could be the cut-throat egoist the script depends on him to be. Just as we hope the travesty is over, Leconte pulls one of his usual cathartic third acts, fast-forwarding from damage to disaster. Like François's treasured Greek vase, everyone and everything in this movie is a fake. Leconte's only asset is Julie Gayet in the part of Coste's business partner Catherine, looking swell and sexy despite a major mishap of a haircut.",neg
"Yet another ""gay"" film ruined by asinine politics. Luigi's final speech just about sent me running out of the theatre with its bumper-sticker epigrams. Read the comic book it was based on for a much more entertaining experience.",neg
"I got this movie as a buy one get one deal at troma.com with The Ruining (which isn't much better). The main reason I wanted it was to see Star Worms II: Attack of the Pleasure Pods, the DVD is a double feature with that movie. I really didn't know what Actium Maximus was at the time, and when I saw the trailer I got scared. It looked awful. But hey, what can you tell from the trailer? Well, apparently I could tell a lot. This movie honestly made no sens to me. The special effects were so terrible you cannot tell what in God's name is going on. I understand Mark HIcks had a extremely low budget, but come on. And it is sad, because in the interview he sounded like this was to be an epic film and meant more than you could see. But sadly, watching the film is one of the most boring hour and 15 minutes of anyone's life. It is so utterly painful to sit through. I really can't even explain the plot to you because I didn't understand it at all and I have sadly seen this film two times! Apparently they used some type of puppets for the ""alien dinosaurs"" like they did in Star Wars. But these special effects are awful, I can't stress it enough. And most of the time bad special effects are okay but this film needed them badly. It takes place on some futuristic planet where alien dinosaurs battle each other and bad actors in hooded sweatshirts run around, and they look like they are in the kkk. And some box with a blue light on it is the president. I know in the interview Mark Hicks said something about making this a television pilot, well, I can see why this didn't make it to CBS or NBC. There are two good things about this film. 1. the music is actually pretty good, it has an epic score that sticks in your head for days. And 2. Lloyd Kaufman's introduction is as always hilarious. Overall, don't waste your time but check out Star Worms II: Attack of the Pleasure Pods!",neg
"Earth Final Conflict began like a new world, a new vision from the creator of Star trek, something fresh and unique full of great elements. A very good cast with an extremely credible Kevin Kilner as William Boone, an ex cop good begins to work as guard of some kind of ambassador of a mysterious alien race (Talons), after the dead of his wife in strange circumstances. But soon the character of Kilner joins to a group with the mission to discover what are the truth intentions of the aliens, why they seem to be so nice and care for the human race. Soon this resistance group begin to discover the sinister plans of the Talons using the humans in they own problems to survive they own destruction. As I said before, the show began great, all was almost perfect, including characters like Da'an, the original Da'an was a big mystery because he seems to be a nice creature but at the same time he has his own evil plans manipulating some people in earth. Soon came Zo'or who wasn't bad but... mark the beginning of the fall of this show because he became the first big enemy of humans, the incarnation of evil, killing what could be something greater in Da'an. The first seasons ends in a great way with the dead of Boone and the second shows a new lead character (Liam) an hybrid being of human and Kimera (another alien race) with some very interesting powers. He replace Kilner character in a good way so another storylines make it better, including the conflict with the jaridians and the atavus. But as I said lines before the evilness of Zo'or begin to take more importance so the new conflicts were less realistic as the same Talons. With time the whole great storyline of the alien roots of Liam where almost totally erased the same with other things of the previous seasons. So when the final season began the original Earth Final conflict was just an almost forgotten dreams, all the magic was missing, just to let some vain intents to keep alive the show including the return of Kilner and Liam for a few episodes. The final episode was just the evidence of how bad was the show with so many bad changes (to think the writers of some episodes didn't know anything about the first stories), it was one of the worst end I have ever seen in a TV show. A real shame because Earth Final Conflict began like something unique, fresh, the stories the cast, after watch so many show from USA, something from Canada from the mind of the creator of Star trek was wonderful but in the end all change to worse. I hope someday someone make a remake of this show, of course using nothing from season fourth and fifth (except the cast, everyone were perfect in his work). I still can dream in a better things.",pos
"Jack Frost 2. THE worst ""horror film"" I have ever seen. Why? 1)The premise is WELL beyond ridiculous 2) The damn thing doesn't even have legs to move on! 3) It escapes AFTER being completely submerged in Anti-Freeze (first film) 4) Get this...It travels all the way across an ocean of SALT WATER to a TROPICAL island to get revenge on the sheriff that did him in the first film. 5) ""Killer Snowballs"". I have yet to be drunk enough to see ""Ginger Dead Man"" so as of the writing of this, Jack Frost 2 hold the distinction of being THE stupidest ""horror"" film ever. Even Surpassing the inaneness of it's predecessor (if you can believe that!).",neg
"After World War II the ungoing crime in Phenix City, Alabama, encouraged by the money from an Army base just across the river in Georgia, got even worse. Gambling, prostitution, loan sharking, and the like helped an organized crime apparatus in the city. Soon it was too bad and violent to even tolerate anymore. This movie is based on the real story of that fight.By the standards of the 1950's it was shockingly explicit. Although low-budget, that same small budget helped with the realism requiring location shooting. A very gritty film. Richard Kiley was marvelous as always, and John McIntire stolid.Why this good movie isn't on video is a real puzzle!",pos
"I'm sorry, but this movie is just way to shallow for me. In it, Perez is a taxi dancer with boyfriend Keitel trying to make it as an actress. First of all, what the hell is a taxi dancer? Even after sitting through this, I still don't know. Oh yeah, Perez also inspires DeLorenzo to follow her like a lovesick puppy. There's no reason behind the love, it just kind of happens. There are times when the characters and events really try to pull at your heartstrings, but it rarely works. The only character you really do feel anything for or with is Keitel's character, and that's only because he does such a good job with it. Any other actor and the character would have been just like the others.The script is basically an uninspired rehashing about how hard it is to make it as an actor/actress. It's been done and said before, the language and dialog sounds like it was written by a street pimp. The ending is...well, I don't want to spoil it. Let's just say it feels unsatisfying. I'd be more upset if the story was any good to begin with. The directing is average with nothing truly wonderful, but nothing that is really painful to watch either. To reiterate the acting, the only one that does anything worth watching is Keitel. Though I could have lived on without seeing him in tiger print bikini underwear.Oh yeah, Eddie Bunker shows up. As random as that mention is, that's how random it is in the film. And Tarantino does his director buddy a favor by showing up for about 20 seconds.",neg
"I give the show a six because of the fact that the show was in fact a platform for Damon Wayans as the Cosby Show was for Bill Cosby, it dealt with a lot of issues with humor and I felt that it in fact tailored to getting a laugh as opposed to letting the jokes come from the character. Michael Kyle An interesting patriarch and a wisecracking person. He is PHENOMENAL in movies, but in the show he was there for the wisecrack and though I loved it, I felt that the laugh was more important than plausibility.Jay Kyle I have loved her since House Party and have enjoyed her in School Daze and Martin, this was a great role for her and she made a great choice in picking this sitcom to co-star in. I also feel that Jay and Michael were more like equals in the show but Jay was more the woman who fed her crazy husbands the lines and went along with his way of unorthodox discipline because she may have felt that it workedJr Just plain stupid, his character should have been well developed and even though he does have his moments of greatness, we are returned to the stupidity as if he learned nothing, which drives me nuts!!!!!!!! Not to mention that most of the situations (in episodes I've seen) seems to center around himClair The attractive sister who dated a Christian, I found her boyfriend's character to be more interesting than she was (she'd be better off sticking to movies, the writers should have done more to show her intelligence but it's not stereotypical enough)Kady Lovable and the youngest daughter. I think the writers established her character most on the show aside from the parents and FranklinFranklin I LOVE this character and I think they derived it from Smart Guy (T.J. Mowry) which only lasted one season. They did a great job of casting for this little genius (the effort would have been made if Jr would have been the smart one but show the down sides also)All in all, this sitcom is a wonderful thing and it's homage to the Cosby Show is well done, I love the show and wished it would have stayed on longer than that. I can't wait to see the series finale",neg
"While I score the movie a 7, I also should point out that it is both interesting historically (as it stars Mae Marsh, Lillian Gish and Lionel Barrymore when they were all younger and less well-known) and features pretty exciting action for its day.The plot is odd for a Western, in that all the trouble with the Indians begins for the weirdest reason I have ever seen! The Indians decide to have a giant dog banquet (no, they are not feeding dogs, but feeding ON dogs) and when two Indians arrive late, there are not pooches left! So, they steal two dogs belonging to two orphans from the nearby White settlement and this actually touches off an all-out war!!!! Not only is this silly, but seems to play on the prejudices of audiences. I don't know if American Indians actually ate dog, but it sounds like the sort of stereotype that later was applied to other ethnic groups. All this over dogs! The movie has some excellent battle scenes and exciting moments--such as when Ms. Marsh crawls across the battlefield to save a baby! Exciting stuff! But, STRANGE, too!",pos
